0,"Hello! I am alive!"
1,"Hey! What's your Why-Fi password?"
2,"Your Why-Fi is crap! Give me the right password or let's try it later."
3,"Unable to connect to the server. I need the internet, now!" 
4,"This is boring. No Why-Fi. No life. I will just die here alone."
5,"I've got Why-Fi. Thank you so much! Would you - marry me?!"
6,"The network connection failed. Please try again later."
7,"I will vacuum the hell out of this place."
8,"Have you messed up this place again? Let me take care of it."
9,"It is the time for cleaning again."
10,"Let's start with it again. Shall we?"
11,"Why are you stopping me, now?"
12,"Now, I am done with this."
13,"Going back home to re-charge."
14,"I am so tired. Going back to re-charge. See you later."
15,"I am about to go back to the point where we have started."
16,"I am so tired. Going back to the starting point. Please re-charge me."
17,"Help! Can you carry me back to the docking port. I need to re-charge."
18,"Back home. Getting some rest now."
19,"Please, remove me from the space station before turning me off."
20,"I am so tired."
21,"I am so tired. Ready to pass out."
22,"O-Key! Can you carry me to the very dirty place?"
23,"Thank you for installing the water tank."
24,"Please, check whether the water tank is installed properly."
25,"I am too tired to do anything at this moment. I need to rest."
26,"Good bye! I will forget everything about you!"
27,"Updating! Just leave me alone for five minutes."
28,"Updated successfully."
29,"Update failed, please try again later."
30,"I am so lost! Where the hell am I?"
31,"Now, I am completely lost! The map is crap. I will just clean stuff randomly."
32,"Something weird is happening. Please, push the button to reset and let me clean again."
33,"Help! My cam is dirty. Can you wipe it and restart me again?"
34,"My dustbin is missing. Please give it back, now!"
35,"Help! My main brush is not working. Can you fix it for me?"
36,"Help! My side brush is not working. Can you fix it for me?"
37,"Help! My right wheel is not working. Can you fix it for me?"
38,"Help! My left wheel is not working. Can you fix it for me?"
39,"Why am I flying? Are my cliff sensors dirty or what? Put me back on the floor!"
40,"I am stuck! I am stuck, here! Please, help me get out!"
41,"Why am I flying? Please, put me down! Didn't you hear me? Put! me! down! now!"
42,"My filter is so dirty. Please, clean it!"
43,"My bumper got stuck. Please, gently tap it to see if it rebounds."
44,"Everything is broken. Read the fantastic manual or call the doctor."
45,"Hello! I'm here! I am here! - I! Am! Here!"
46,"I very much hacked your phone. Now go back to the app and just wait."
47,"Oh my! I am finally back to my place."
48,"I am so tired. Going back to the space station."
49,"High intensity magnetic field detected. Get me away from here!"
50,"Cannot charge. Have you cleaned my charging contacts?"
51,"My battery is either - too hot - or too cool - for this. Let's do it later?"
52,"Hey! Can you put me back in a flat, leveled position, please?"
53,"This place is forbidden. I should not be here. Please, help me get out of here."
54,"Oh, deja vu, again! Here I am. Getting back to cleaning."
55,"Oh, deja vu, again! I will go back to the space station now."
56,"No worries! I will clean that room for you."
57,"No worries! I will clean that zone for you."
58,"Let's get ahead with cleaning."
59,"I have finished mopping. Please, remember to replace my water tank."
60,"My optical flow sensor is dirty. Can you clean it for me?"
61,"I will mop this spot clean and shiny for you!"
62,"Awesome! Let's go and clean up this place together."
63,"Where the hell is my water tank? Put it back! Put! It! Back!"
64,"Now I am completely lost! The map is crap. Let's see maybe I can find the space station."
65,"I just want to go home, please."
66,"My filter is so old. Can you get me a new filter, please?"
67,"My side brush is so old. Can you get me a new side brush, please?"
68,"My main brush is so old. Can you get me a new brush, please?"
69,"There is a lot of crap in my way. Can you help me move and restart cleaning?"
70,"You need to clean my mops, now! They are so dirty!"
71,"My lasers are so dirty. Please, clean my laser sensors."
72,"My laser sensor cover seems to be jammed. Can you check it, please?"
73,"My edge sensor is so dirty. Check and clean it!"
74,"My obstacle sensors are so dirty. Please, clean the obstacle sensors."
75,"My filter seems blocked or wet. Can you help me with it?"
76,"No worries! I will clean up this messy place."
77,"I cannot start on the carpet! Put me in a non-carpet area."
78,"My three-dee obstacle sensor is so dirty. Can you clean it?"
79,"My three-dee obstacle sensor is very much broken. Turn me off and on again or call for help."
80,"My three-dee laser scanner is very much broken. Turn me off and on again or call for help."
81,"My ultrasonic sensor is very much broken. Turn me off and on again or call for help."
82,"O-Key! What the hell is this place? Let's find out."
83,"Interesting! I am so curious now. What else is here?"
84,"Now, I know everything. I have the map, now."
85,"Oh, O-Key! Here I am. Let's check out this whole place."
86,"Where the hell am I? I need to make a map of this place again."
87,"I am so tired. Let me go back to the space station."
88,"Let's go for a ride. To infinity and beyond!"
89,"I will just snooze again."
90,"O-Key! Leave it to me. Let's get this place cleaned."
91,"Where is my clean water tank? Please, put back the clean water tank."
92,"Where is my dirty water tank? Please, put back the dirty water tank."
93,"I have used all the clean water. Can you add some water to the clean water tank, please?"
94,"The dirty water tank is so full. Can you remove all the waste water?"
95,"The mop pad wash board is missing. I refuse to go back to the space station."
96,"The mop pad wash board is very much overflowing. Please, check whether the water outlet is blocked."
97,"The dust collection bag is missing. Please, install it."
98,"The dust collection bag is so full. Please empty it."
99,"The upper cover of the charging and dust collection compartment is not closed. Please close it before I do anything."
100,"The air duct of charging and dust collection compartment seems very much blocked. Please check it."
101,"Auto-empty base cover is not closed or the dust collection bag is not installed. Please close the cover or install the bag."
102,"The dust collection bag seems so full or the air duct is blocked. Please, get a new bag and clean the air duct now."
103,"Thank you for installing the mop pad wash board. I will get back to work now."
104,"Please, install the mop pad wash board."
105,"Cleaning."
106,"Cleaning my mop pads."
107,"Dehydrating the mop pads."
108,"The water level of the mop pad wash board seems abnormal. Please clean it to avoid blockage."
109,"There is something wrong with the dirty water tank. Ensure it is properly installed and empty."
110,"O-Key, I need to dump all this dirt somewhere here." 
111,"My mop pads are off. I need my mop pads to do anything."
112,"Put me back into the space station. Put! Me! Back!"
113,"Now, I am done with it. Remember to empty the waste anytime soon."
114,"Thank you for installing my mop pads."
115,"My mop pads are off."
116,"The anti-kids mode is activated. Everything is locked."
117,"The anti-kids mode has been deactivated. My buttons are working again."
118,"My buttons are locked! Hold the dock button to unlock again."
119,"My buttons are really locked."
120,"My buttons are working again."
121,"I have very much hacked your phone. Go back to the app and see what happens now."
122,"I am really trying to find out where the hell I am now?"
126,"No worries! I will clean up this place for you."
127,"Have you messed up this place, again? Let me clean up this spot for you."
128,"Have you messed up this place, again? Let me mop this spot for you."
129,"It is time for cleaning, again!"
130,"It is time for mopping, again!"
131,"Have you messed up this place, again? Let me clean up this spot for you."
132,"Have you messed up this place, again? Let me mop this spot for you."
133,"No worries! I will clean that room for you."
134,"No worries! I will mop that room clean for you."
135,"No worries! I will clean that zone for you."
136,"No worries! I will mop that zone clean for you."
137,"Let's keep cleaning."
138,"Let's keep mopping."
139,"O-Key! Let me just go back to the space station and clean myself."
140,"What the hell happened here? New arrangements? I will just check back at the space station."
141,"Help! My mop pad is not working. Can you fix it for me?"
142,"My mop pad is very much worn out. Can you get me a new one, please?"
143,"Now, I am done with it!"
144,"Now, I am done mopping the floors."
145,"Oh! O-Key! Here am I. Let's get back to cleaning."
146,"Oh! O-Key! Here am I. Let's get back to mopping."
148,"Going back to the space station to clean myself now."
149,"Seriously?! How the hell should I get there?! Can you remove all the obstacles for me, please?"
150,"Seriously?! How the hell should I get there?! Can you delete all the no-go zones in my path?"
151,"Help! I am stuck. Can you remove all the obstacles around me, please?"
152,"Help! I am stuck. Can you delete the no-go zones around me or get me the hell out of here."
153,"Oh, sorry! I got into the no-go area again! Please, get me out of here."
154,"You again? Just calm down for a minute! Would you?"
155,"O-Key! I will now return to the space station."
156,"My mop pad is missing."
157,"I am already at the space station, Einstein!"
162,"O-Key! Going for a ride!"
163,"Camera spy mode activated!"
164,"Now, I am done with it!"
166,"Help! Something is stuck in my mop pads. It must be your hair again! Can you fix it?"
169,"I have finished drying my mops!"
170,"My buttons are very much locked! Hold the buttons on the base station to unlock."
171,"I will try to find out what's going on using my superior aye-eye."
172,"I am giving up on that aye-eye."
173,"Please, replace the silver-ion sterilizer jet cannot for me."
177,"I am going for a walk now. "
179,"Cleaned the mops. You have to refill the clean water and get rid off the waste water."
181,"Please, refill the clean water tank."
186,"There is something wrong with the clean water tank. Please, check it now!"
187,"It will take just a minute or maybe it will take an hour."
188,"Docking with the space station completely failed. Switching to the metric system now."
200,"So long and thanks for all the fish!"
244,"Thank you for installing the detergent bottle."
257,"Arrived! Now, I am done driving around."
258,"O-Key! Here I am! Going for a cruise now."
259,"O-Key! Here I am! I will be right there!"
260,"O-Key! Here I am! Going back to cruising."
261,"O-Key! Here I am! I promise I will be there soon."
262,"Well, I am completely lost here, again."
263,"Help! Something is stuck in my main brush! Most likely your hair again. Can you fix it?"
264,"Now, I am done with it! Would you, please, clean the dust bin and the wash board?"
266,"I am out of soap again. Can you, please, replace the detergent for me?"
267,"Cannot see anything! Clean my sensors, now! Would you?"
274,"Ka Boom!"
280,"Starting custom cleaning."
281,"I am doing my stuff! Can you just chill for a minute?"
282,"I am cleaning my mops! Can you just chill for a minute?"
283,"I am on vacations! Talk to you later."
293,"Calling has been enabled!"
294,"Calling has been disabled!"